📺英国频道,#genre#
炫动卡通,https://live.264788.xyz/channel/hahaxuandong?streamid=a6d62b84ef0ba02ea4216286b3e49b2c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
炫动卡通,https://live.264788.xyz/channel/hahaxuandong?streamid=0dcc11256eb6013f27057b21e14e5cc2&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
龙华卡通台,https://cdn8.163189.xyz/163189/lhkt

🎮游戏频道,#genre#
游戏风云,https://live.264788.xyz/channel/youxifengyun?streamid=6e817b754189d2c8f7b32e7bff61ac7b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
游戏风云,https://live.264788.xyz/channel/youxifengyun?streamid=9d151740f57f6bd412bb6f101204b7bd&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc

📺旅游,#genre#

🎵音乐频道,#genre#
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
风云音乐,http://207.56.13.146:81/cdnlive/fyyy.m3u8

📺纪录,#genre#

📺新加坡,#genre#
Channel 5 HD,https://cdn6.163189.xyz/163189/ch5
Channel 5 HD,http://cdn6.163189.xyz/163189/ch5
Channel 8 HD,https://cdn6.163189.xyz/163189/ch8
Channel 8 HD,http://cdn6.163189.xyz/163189/ch8
Channel U HD,https://cdn6.163189.xyz/163189/chu
Channel U HD,http://cdn6.163189.xyz/163189/chu

📺日本,#genre#

📺韩国,#genre#

💰央视付费频道,#genre#
央视台球,https://live.264788.xyz/channel/yangshitaiqiu?streamid=04540cf3fa4df50b6e2fd9166c021d4b&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
央视台球,http://207.56.13.146:81/cdnlive/ystq.m3u8
文化精品,https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=618d33181dba2b51e9d3752d73d737b8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
文化精品,http://207.56.13.146:81/cdnlive/ysjp.m3u8
高尔夫网球,http://207.56.13.146:81/cdnlive/gefwq.m3u8
卫生健康,http://207.56.13.146:81/cdnlive/wsjk.m3u8
怀旧剧场,https://live.264788.xyz/channel/huaijiujuchang?streamid=7e5d1abdddde08f588234f3f640f75ff&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
怀旧剧场,http://207.56.13.146:81/cdnlive/hjjc.m3u8
第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
第一剧场,http://iptv.4666888.xyz/iptv2A.php?id=61
第一剧场,http://207.56.13.146:81/cdnlive/dyjc.m3u8
风云剧场,https://live.264788.xyz/channel/fengyunjuchang?streamid=31e7b5b7032d25dd215a4069cdee1a48&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
风云剧场,http://207.56.13.146:81/cdnlive/fyjc.m3u8
兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=530cb4e58bbc48b7fc26f5e0a2e47966&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
兵器科技,http://207.56.13.146:81/cdnlive/gfjs.m3u8
女性时尚,https://live.264788.xyz/channel/nvxingshishang?streamid=15732e48a35953bb064f0ffb4197035c&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
女性时尚,http://207.56.13.146:81/cdnlive/nxss.m3u8
世界地理,https://live.264788.xyz/channel/shijiedili?streamid=8a034b40397504e25b3775c772237996&livekey=01WgLWBpXQwqJ8lD6I3GoZv2Hcl5kxNroo1oc
世界地理,http://207.56.13.146:81/cdnlive/sjdl.m3u8

🕘️更新时间,#genre#
2026-06-22 16:06:28,https://live-blaze-ssai.simplestreamcdn.com/v1/master/774d979dd66704abea7c5b62cb34c6815fda0d35/blaze-live-broadcast-scte/index.m3u8
